Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Age_qt,Fare_qt,Pclass_scaled,Sex_scaled,Age_qt_scaled,SibSp_scaled,Parch_scaled,Fare_qt_scaled,Embarked_scaled
0,1,1,56.0,0,0,30.6958,0,1.7382638748356656,0.6638052327696536,0.0,1.0,0.667162051622284,0.0,0.0,0.5638355581040989,0.0
0,3,1,18.0,1,1,7.8542,2,-1.0745748200036587,-0.8654833564602948,1.0,1.0,0.39666233409834095,0.125,0.16666666666666666,0.4167698439704556,1.0
0,3,1,29.69911764705882,3,1,25.4667,2,0.0754209895566442,0.32459054780791363,1.0,1.0,0.5072529421593373,0.375,0.16666666666666666,0.5312146059569067,1.0
0,1,0,50.0,0,0,28.7125,0,1.4314384013851016,0.5803025170754494,0.0,0.0,0.6376558435166434,0.0,0.0,0.5558054278839746,0.0
0,2,1,30.0,0,0,13.0,2,0.36725763242455783,-0.10821183727244707,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,1.0
0,3,1,36.0,0,0,0.0,2,0.734037551942624,-5.199337582605575,1.0,1.0,0.5705895260910279,0.0,0.0,0.0,1.0
0,3,0,29.69911764705882,8,2,69.55,2,0.0754209895566442,1.168798140045392,1.0,0.0,0.5072529421593373,1.0,0.3333333333333333,0.6123987547851958,1.0
0,2,1,29.69911764705882,0,0,15.05,0,0.0754209895566442,0.03785684689420253,0.5,1.0,0.5072529421593373,0.0,0.0,0.5036405451890232,0.0
0,3,1,9.0,4,2,31.3875,2,-1.5130753466158227,0.7112103306664724,1.0,1.0,0.35449345011636557,0.5,0.3333333333333333,0.5683943213256838,1.0
1,2,1,1.0,2,1,39.0,2,-2.2896073562427874,0.8084394051616052,0.5,1.0,0.27981739789987237,0.25,0.16666666666666666,0.5777444618916184,1.0
1,3,0,4.0,0,2,22.025,2,-1.7734612670109726,0.25630895936247455,1.0,0.0,0.32945315255386226,0.0,0.3333333333333333,0.524648232129476,1.0
0,1,1,29.69911764705882,0,0,50.0,2,0.0754209895566442,0.915939511094101,0.0,1.0,0.5072529421593373,0.0,0.0,0.5880823274584867,1.0
1,3,0,29.69911764705882,1,0,15.5,1,0.0754209895566442,0.0703843144357313,1.0,0.0,0.5072529421593373,0.125,0.0,0.5067685847733391,0.5
1,1,1,45.0,0,0,26.55,2,1.168798140045392,0.49692991228751277,0.0,1.0,0.6123987547851958,0.0,0.0,0.5477878099218253,1.0
0,3,1,40.0,1,1,15.5,1,0.9332296620625783,0.0703843144357313,1.0,1.0,0.5897450537859864,0.125,0.16666666666666666,0.5067685847733391,0.5
0,3,1,36.0,0,0,7.8958,2,0.734037551942624,-0.7439382596568463,1.0,1.0,0.5705895260910279,0.0,0.0,0.42845836148554584,1.0
1,2,0,32.0,0,0,13.0,2,0.4940901910401251,-0.10821183727244707,0.5,0.0,0.5475147250141573,0.0,0.0,0.4895936900036676,1.0
0,2,1,19.0,0,0,13.0,2,-0.9567818903671269,-0.10821183727244707,0.5,1.0,0.40799002034336385,0.0,0.0,0.4895936900036676,1.0
1,3,0,19.0,1,0,7.8542,2,-0.9567818903671269,-0.8654833564602948,1.0,0.0,0.40799002034336385,0.125,0.0,0.4167698439704556,1.0
1,2,1,3.0,1,1,26.0,2,-1.8799107653216574,0.3888396207570238,0.5,1.0,0.3192163198209954,0.125,0.16666666666666666,0.5373931885097546,1.0
1,1,0,44.0,0,0,27.7208,0,1.1110819741139204,0.5342242798527256,0.0,0.0,0.6068484163993966,0.0,0.0,0.5513742636740908,0.0
1,1,0,58.0,0,0,146.5208,0,1.8375261172524597,1.8402482168504009,0.0,0.0,0.6767077140108874,0.0,0.0,0.6769694877036576,0.0
0,3,1,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,1.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
0,3,1,42.0,0,1,8.4042,2,1.026599226458071,-0.45092619255817806,1.0,1.0,0.5987240403310208,0.0,0.16666666666666666,0.45663618822218494,1.0
1,3,0,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,0.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
0,2,0,24.0,0,0,13.0,2,-0.5429353022399479,-0.10821183727244707,0.5,0.0,0.44778803129651024,0.0,0.0,0.4895936900036676,1.0
0,3,1,28.0,0,0,9.5,2,-0.2746734453469668,-0.34851305681638917,1.0,1.0,0.4735857269287317,0.0,0.0,0.4664848597225169,1.0
0,3,1,29.69911764705882,8,2,69.55,2,0.0754209895566442,1.168798140045392,1.0,1.0,0.5072529421593373,1.0,0.3333333333333333,0.6123987547851958,1.0
0,3,1,34.0,0,0,6.4958,2,0.6021201112835268,-2.007735054532222,1.0,1.0,0.5579035407552049,0.0,0.0,0.30692395688258967,1.0
0,3,1,45.5,0,0,7.225,0,1.2043433090502504,-1.597203104737417,1.0,1.0,0.6158169949398109,0.0,0.0,0.3464032120058173,0.0
1,3,1,18.0,0,0,8.05,2,-1.0745748200036587,-0.5371234195074972,1.0,1.0,0.39666233409834095,0.0,0.0,0.4483469373725304,1.0
0,3,0,2.0,0,1,10.4625,2,-2.0529218210912896,-0.30874563078475853,1.0,0.0,0.3025785219266238,0.0,0.16666666666666666,0.47030913785405226,1.0
0,3,1,32.0,1,0,15.85,2,0.4940901910401251,0.09811158630531855,1.0,1.0,0.5475147250141573,0.125,0.0,0.50943500827718,1.0
1,3,1,26.0,0,0,18.7875,0,-0.39154994094607326,0.1692667166443553,1.0,1.0,0.4623461705678389,0.0,0.0,0.5162777194118078,0.0
1,3,0,16.0,0,0,7.75,1,-1.2690904173592292,-1.0926463628659455,1.0,0.0,0.3779565283814268,0.0,0.0,0.39492446436253315,0.5
1,1,1,40.0,0,0,31.0,0,0.9332296620625783,0.6729140015021156,0.0,1.0,0.5897450537859864,0.0,0.0,0.5647115128375297,0.0
0,3,1,24.0,0,0,7.05,2,-0.5429353022399479,-1.7982065083616912,1.0,1.0,0.44778803129651024,0.0,0.0,0.3270734992848313,1.0
1,2,0,35.0,0,0,21.0,2,0.6634943012767216,0.23058751152675497,0.5,0.0,0.5638056570361273,0.0,0.0,0.5221747008933499,1.0
0,3,1,22.0,0,0,7.25,2,-0.6951298207741817,-1.371109957500587,1.0,1.0,0.43315207853187637,0.0,0.0,0.36814570743360975,1.0
0,2,1,30.0,0,0,13.0,2,0.36725763242455783,-0.10821183727244707,0.5,1.0,0.5353177329359075,0.0,0.0,0.4895936900036676,1.0
0,3,1,29.69911764705882,1,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,1.0,0.5072529421593373,0.125,0.0,0.39492446436253315,0.5
1,1,0,31.0,1,0,113.275,0,0.43808778981833246,1.663600035701048,0.0,0.0,0.5421291926909031,0.125,0.0,0.6599819216588341,0.0
1,3,0,27.0,0,0,7.925,2,-0.33785701481395763,-0.6417398902624202,1.0,0.0,0.4675096096866259,0.0,0.0,0.43828637974458046,1.0
0,2,1,42.0,1,0,27.0,2,1.026599226458071,0.522672174879164,0.5,1.0,0.5987240403310208,0.125,0.0,0.55026334283178,1.0
1,1,0,32.0,0,0,76.2917,0,0.4940901910401251,1.2456716967237258,0.0,0.0,0.5475147250141573,0.0,0.0,0.6197913846593158,0.0
0,2,1,30.0,0,0,10.5,2,0.36725763242455783,-0.2694607398186383,0.5,1.0,0.5353177329359075,0.0,0.0,0.4740870124718861,1.0
1,3,1,16.0,0,0,8.05,2,-1.2690904173592292,-0.5371234195074972,1.0,1.0,0.3779565283814268,0.0,0.0,0.4483469373725304,1.0
0,2,1,27.0,0,0,13.0,2,-0.33785701481395763,-0.10821183727244707,0.5,1.0,0.4675096096866259,0.0,0.0,0.4895936900036676,1.0
0,3,1,51.0,0,0,8.05,2,1.4974794951902488,-0.5371234195074972,1.0,1.0,0.6440067577201629,0.0,0.0,0.4483469373725304,1.0
0,3,1,29.69911764705882,0,0,7.8958,2,0.0754209895566442,-0.7439382596568463,1.0,1.0,0.5072529421593373,0.0,0.0,0.42845836148554584,1.0
1,1,1,38.0,1,0,90.0,2,0.8259761252005041,1.5130753466158213,0.0,1.0,0.5794308998041521,0.125,0.0,0.6455065498742252,1.0
0,3,1,22.0,0,0,9.35,2,-0.6951298207741817,-0.37051682527801727,1.0,1.0,0.43315207853187637,0.0,0.0,0.46436884320004346,1.0
1,2,1,19.0,0,0,10.5,2,-0.9567818903671269,-0.2694607398186383,0.5,1.0,0.40799002034336385,0.0,0.0,0.4740870124718861,1.0
0,3,1,20.5,0,0,7.25,2,-0.8373949652466882,-1.371109957500587,1.0,1.0,0.4194709949120017,0.0,0.0,0.36814570743360975,1.0
0,2,1,18.0,0,0,13.0,2,-1.0745748200036587,-0.10821183727244707,0.5,1.0,0.39666233409834095,0.0,0.0,0.4895936900036676,1.0
0,3,0,29.69911764705882,3,1,25.4667,2,0.0754209895566442,0.32459054780791363,1.0,0.0,0.5072529421593373,0.375,0.16666666666666666,0.5312146059569067,1.0
1,1,0,35.0,1,0,83.475,2,0.6634943012767216,1.444292447130933,0.0,0.0,0.5638056570361273,0.125,0.0,0.6388919669209703,1.0
0,3,1,29.0,0,0,7.775,2,-0.20230363460702494,-0.9727826798554204,1.0,1.0,0.4805452491360773,0.0,0.0,0.4064512868764628,1.0
0,2,1,59.0,0,0,13.5,2,1.8799107653216565,-0.04019724786571764,0.5,1.0,0.6807836801695953,0.0,0.0,0.4961343875757615,1.0
1,3,0,5.0,4,2,31.3875,2,-1.6737060878053673,0.7112103306664724,1.0,0.0,0.3390462187492944,0.5,0.3333333333333333,0.5683943213256838,1.0
0,2,1,24.0,0,0,10.5,2,-0.5429353022399479,-0.2694607398186383,0.5,1.0,0.44778803129651024,0.0,0.0,0.4740870124718861,1.0
0,3,0,29.69911764705882,0,0,7.55,2,0.0754209895566442,-1.2747300421310548,1.0,0.0,0.5072529421593373,0.0,0.0,0.37741418768108065,1.0
0,2,1,44.0,1,0,26.0,2,1.1110819741139204,0.3888396207570238,0.5,1.0,0.6068484163993966,0.125,0.0,0.5373931885097546,1.0
1,2,0,8.0,0,2,26.25,2,-1.5707855701965032,0.44639683140136194,0.5,0.0,0.34894368318324626,0.0,0.3333333333333333,0.5429282407860633,1.0
0,2,1,19.0,0,0,10.5,2,-0.9567818903671269,-0.2694607398186383,0.5,1.0,0.40799002034336385,0.0,0.0,0.4740870124718861,1.0
0,2,1,33.0,0,0,12.275,2,0.554614576450374,-0.19982885104943438,0.5,1.0,0.5533351189055027,0.0,0.0,0.4807832394106314,1.0
0,3,0,29.69911764705882,1,0,14.4542,0,0.0754209895566442,-0.0050233242817423526,1.0,0.0,0.5072529421593373,0.125,0.0,0.49951692650738605,0.0
1,3,0,29.69911764705882,1,0,15.5,1,0.0754209895566442,0.0703843144357313,1.0,0.0,0.5072529421593373,0.125,0.0,0.5067685847733391,0.5
0,2,1,29.0,0,0,10.5,2,-0.20230363460702494,-0.2694607398186383,0.5,1.0,0.4805452491360773,0.0,0.0,0.4740870124718861,1.0
0,3,1,22.0,0,0,7.125,2,-0.6951298207741817,-1.7050969053330023,1.0,1.0,0.43315207853187637,0.0,0.0,0.3360274863599648,1.0
0,3,1,30.0,0,0,7.225,0,0.36725763242455783,-1.597203104737417,1.0,1.0,0.5353177329359075,0.0,0.0,0.3464032120058173,0.0
0,1,1,44.0,2,0,90.0,1,1.1110819741139204,1.5130753466158213,0.0,1.0,0.6068484163993966,0.25,0.0,0.6455065498742252,0.5
0,3,0,25.0,0,0,7.775,2,-0.45473680761048496,-0.9727826798554204,1.0,0.0,0.45626973624712763,0.0,0.0,0.4064512868764628,1.0
1,2,0,24.0,0,2,14.5,2,-0.5429353022399479,0.022606789649600032,0.5,0.0,0.44778803129651024,0.0,0.3333333333333333,0.5021740067115567,1.0
1,1,1,37.0,1,1,52.5542,2,0.791147856535964,0.9768219351382754,0.0,1.0,0.5760816011568849,0.125,0.16666666666666666,0.5939371525276728,1.0
0,2,1,54.0,1,0,26.0,2,1.6342593330344206,0.3888396207570238,0.5,1.0,0.6571603408131788,0.125,0.0,0.5373931885097546,1.0
0,3,1,29.69911764705882,0,0,7.25,2,0.0754209895566442,-1.371109957500587,1.0,1.0,0.5072529421593373,0.0,0.0,0.36814570743360975,1.0
0,3,0,29.0,1,1,10.4625,2,-0.20230363460702494,-0.30874563078475853,1.0,0.0,0.4805452491360773,0.125,0.16666666666666666,0.47030913785405226,1.0
0,1,1,62.0,0,0,26.55,2,2.0740340108423267,0.49692991228751277,0.0,1.0,0.6994517549420707,0.0,0.0,0.5477878099218253,1.0
0,3,1,30.0,1,0,16.1,2,0.36725763242455783,0.12338326650744524,1.0,1.0,0.5353177329359075,0.125,0.0,0.5118652871156263,1.0
0,3,0,41.0,0,2,20.2125,2,0.984948642113066,0.19974071839308488,1.0,0.0,0.5947186662152916,0.0,0.3333333333333333,0.5192082852064193,1.0
1,3,0,29.0,0,2,15.2458,0,-0.20230363460702494,0.05025417621651528,1.0,0.0,0.4805452491360773,0.0,0.3333333333333333,0.5048327479576674,0.0
1,1,0,29.69911764705882,0,0,79.2,0,0.0754209895566442,1.3396451999245262,0.0,0.0,0.5072529421593373,0.0,0.0,0.6288284496418153,0.0
1,1,0,30.0,0,0,86.5,2,0.36725763242455783,1.4600054461545797,0.0,0.0,0.5353177329359075,0.0,0.0,0.6404030247022602,1.0
1,1,0,35.0,0,0,512.3292,0,0.6634943012767216,5.19933758270342,0.0,0.0,0.5638056570361273,0.0,0.0,1.0,0.0
1,2,0,50.0,0,1,26.0,2,1.4314384013851016,0.3888396207570238,0.5,0.0,0.6376558435166434,0.0,0.16666666666666666,0.5373931885097546,1.0
0,3,1,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,1.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
1,3,1,3.0,4,2,31.3875,2,-1.8799107653216574,0.7112103306664724,1.0,1.0,0.3192163198209954,0.5,0.3333333333333333,0.5683943213256838,1.0
0,1,1,52.0,1,1,79.65,2,1.5537650044440463,1.3647084924885173,0.0,1.0,0.6494195154377587,0.125,0.16666666666666666,0.6312386886545315,1.0
0,1,1,40.0,0,0,0.0,2,0.9332296620625783,-5.199337582605575,0.0,1.0,0.5897450537859864,0.0,0.0,0.0,1.0
0,3,0,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,0.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
0,2,1,36.0,0,0,10.5,2,0.734037551942624,-0.2694607398186383,0.5,1.0,0.5705895260910279,0.0,0.0,0.4740870124718861,1.0
0,3,1,16.0,4,1,39.6875,2,-1.2690904173592292,0.8401904658733902,1.0,1.0,0.3779565283814268,0.5,0.16666666666666666,0.5807978374617785,1.0
1,3,1,25.0,1,0,7.775,2,-0.45473680761048496,-0.9727826798554204,1.0,1.0,0.45626973624712763,0.125,0.0,0.4064512868764628,1.0
1,1,0,58.0,0,1,153.4625,2,1.8375261172524597,1.9422717718724143,0.0,0.0,0.6767077140108874,0.0,0.16666666666666666,0.6867806947468754,1.0
1,1,0,35.0,0,0,135.6333,2,0.6634943012767216,1.79820650836169,0.0,0.0,0.5638056570361273,0.0,0.0,0.6729265007057594,1.0
0,1,1,29.69911764705882,0,0,31.0,2,0.0754209895566442,0.6729140015021156,0.0,1.0,0.5072529421593373,0.0,0.0,0.5647115128375297,1.0
1,3,1,25.0,0,0,0.0,2,-0.45473680761048496,-5.199337582605575,1.0,1.0,0.45626973624712763,0.0,0.0,0.0,1.0
1,2,0,41.0,0,1,19.5,2,0.984948642113066,0.18950198587030678,0.5,0.0,0.5947186662152916,0.0,0.16666666666666666,0.5182236662660242,1.0
0,1,1,37.0,0,1,29.7,0,0.791147856535964,0.6111773684342875,0.0,1.0,0.5760816011568849,0.0,0.16666666666666666,0.558774541820896,0.0
1,3,0,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,0.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
1,1,0,63.0,1,0,77.9583,2,2.161062172973128,1.29189709019017,0.0,0.0,0.7078209135846193,0.125,0.0,0.624236700310742,1.0
0,3,0,45.0,0,0,7.75,2,1.168798140045392,-1.0926463628659455,1.0,0.0,0.6123987547851958,0.0,0.0,0.39492446436253315,1.0
0,2,1,29.69911764705882,0,0,0.0,2,0.0754209895566442,-5.199337582605575,0.5,1.0,0.5072529421593373,0.0,0.0,0.0,1.0
0,3,1,7.0,4,1,29.125,1,-1.606261649520609,0.5961093109897605,1.0,1.0,0.3455320871135414,0.5,0.16666666666666666,0.5573255055537766,0.5
1,3,0,35.0,1,1,20.25,2,0.6634943012767216,0.20486788035194237,1.0,0.0,0.5638056570361273,0.125,0.16666666666666666,0.5197013443584122,1.0
0,3,1,65.0,0,0,7.75,1,2.3255966182826127,-1.0926463628659455,1.0,1.0,0.7236435489390141,0.0,0.0,0.39492446436253315,0.5
0,3,1,28.0,0,0,7.8542,2,-0.2746734453469668,-0.8654833564602948,1.0,1.0,0.4735857269287317,0.0,0.0,0.4167698439704556,1.0
0,3,1,16.0,0,0,9.5,2,-1.2690904173592292,-0.34851305681638917,1.0,1.0,0.3779565283814268,0.0,0.0,0.4664848597225169,1.0
1,3,1,19.0,0,0,8.05,2,-0.9567818903671269,-0.5371234195074972,1.0,1.0,0.40799002034336385,0.0,0.0,0.4483469373725304,1.0
0,1,1,29.69911764705882,0,0,26.0,2,0.0754209895566442,0.3888396207570238,0.0,1.0,0.5072529421593373,0.0,0.0,0.5373931885097546,1.0
0,3,1,33.0,0,0,8.6625,0,0.554614576450374,-0.4160755651955433,1.0,1.0,0.5533351189055027,0.0,0.0,0.4599876370181719,0.0
1,3,1,30.0,0,0,9.5,2,0.36725763242455783,-0.34851305681638917,1.0,1.0,0.5353177329359075,0.0,0.0,0.4664848597225169,1.0
0,3,1,22.0,0,0,7.8958,2,-0.6951298207741817,-0.7439382596568463,1.0,1.0,0.43315207853187637,0.0,0.0,0.42845836148554584,1.0
1,2,1,42.0,0,0,13.0,2,1.026599226458071,-0.10821183727244707,0.5,1.0,0.5987240403310208,0.0,0.0,0.4895936900036676,1.0
1,3,0,22.0,0,0,7.75,1,-0.6951298207741817,-1.0926463628659455,1.0,0.0,0.43315207853187637,0.0,0.0,0.39492446436253315,0.5
1,1,0,26.0,0,0,78.85,2,-0.39154994094607326,1.315396284740719,0.0,0.0,0.4623461705678389,0.0,0.0,0.6264965261228748,1.0
1,1,0,19.0,1,0,91.0792,0,-0.9567818903671269,1.537183021001202,0.0,0.0,0.40799002034336385,0.125,0.0,0.6478248908169066,0.0
0,2,1,36.0,0,0,12.875,0,0.734037551942624,-0.16957695373085724,0.5,1.0,0.5705895260910279,0.0,0.0,0.4836924462891673,0.0
0,3,0,24.0,0,0,8.85,2,-0.5429353022399479,-0.39021375035285893,1.0,0.0,0.44778803129651024,0.0,0.0,0.46247466680144295,1.0
0,3,1,24.0,0,0,7.8958,2,-0.5429353022399479,-0.7439382596568463,1.0,1.0,0.44778803129651024,0.0,0.0,0.42845836148554584,1.0
0,1,1,29.69911764705882,0,0,27.7208,0,0.0754209895566442,0.5342242798527256,0.0,1.0,0.5072529421593373,0.0,0.0,0.5513742636740908,0.0
0,3,1,23.5,0,0,7.2292,0,-0.5938117647627017,-1.4822396003571403,1.0,1.0,0.44289544048912716,0.0,0.0,0.3574588034684496,0.0
0,1,0,2.0,1,2,151.55,2,-2.0529218210912896,1.8799107653216565,0.0,0.0,0.3025785219266238,0.125,0.3333333333333333,0.6807836801695953,1.0
1,1,1,29.69911764705882,0,0,30.5,2,0.0754209895566442,0.6510254473657964,0.0,1.0,0.5072529421593373,0.0,0.0,0.5626065760269885,1.0
1,1,0,50.0,0,1,247.5208,0,1.4314384013851016,2.319629258371347,0.0,0.0,0.6376558435166434,0.0,0.16666666666666666,0.7230696912296037,0.0
1,3,0,29.69911764705882,0,0,7.75,1,0.0754209895566442,-1.0926463628659455,1.0,0.0,0.5072529421593373,0.0,0.0,0.39492446436253315,0.5
1,3,1,29.69911764705882,2,0,23.25,1,0.0754209895566442,0.28250656911227734,1.0,1.0,0.5072529421593373,0.25,0.0,0.5271675539982079,0.5
0,3,1,19.0,0,0,0.0,2,-0.9567818903671269,-5.199337582605575,1.0,1.0,0.40799002034336385,0.0,0.0,0.0,1.0
1,2,0,29.69911764705882,0,0,12.35,1,0.0754209895566442,-0.19461880183929783,0.5,0.0,0.5072529421593373,0.0,0.0,0.48128426950603415,0.5
0,3,1,29.69911764705882,0,0,8.05,2,0.0754209895566442,-0.5371234195074972,1.0,1.0,0.5072529421593373,0.0,0.0,0.4483469373725304,1.0
1,1,1,0.92,1,2,151.55,2,-2.4646187921580056,1.8799107653216565,0.0,1.0,0.262987231255272,0.125,0.3333333333333333,0.6807836801695953,1.0
1,1,0,29.69911764705882,0,0,110.8833,0,0.0754209895566442,1.6247848191673457,0.0,0.0,0.5072529421593373,0.0,0.0,0.656249213797818,0.0
1,1,0,17.0,1,0,108.9,0,-1.1788021854537036,1.588273757582027,0.0,0.0,0.3866391952087103,0.125,0.0,0.6527380875240476,0.0
0,2,1,30.0,1,0,24.0,0,0.36725763242455783,0.29297785546080574,0.5,1.0,0.5353177329359075,0.125,0.0,0.5281745367322644,0.0
1,1,0,30.0,0,0,56.9292,0,0.36725763242455783,1.0689930498134619,0.0,0.0,0.5353177329359075,0.0,0.0,0.6028008888411869,0.0
1,1,0,24.0,0,0,83.1583,0,-0.5429353022399479,1.4175827296655563,0.0,0.0,0.44778803129651024,0.0,0.0,0.6363233976522155,0.0
1,1,0,18.0,2,2,262.375,0,-1.0745748200036587,2.408184785075522,0.0,0.0,0.39666233409834095,0.25,0.3333333333333333,0.7315857305611914,0.0
0,2,0,26.0,1,1,26.0,2,-0.39154994094607326,0.3888396207570238,0.5,0.0,0.4623461705678389,0.125,0.16666666666666666,0.5373931885097546,1.0
0,3,1,28.0,0,0,7.8958,2,-0.2746734453469668,-0.7439382596568463,1.0,1.0,0.4735857269287317,0.0,0.0,0.42845836148554584,1.0
0,2,1,43.0,1,1,26.25,2,1.0745748200036587,0.44639683140136194,0.5,1.0,0.6033376658922499,0.125,0.16666666666666666,0.5429282407860633,1.0
1,3,0,26.0,0,0,7.8542,2,-0.39154994094607326,-0.8654833564602948,1.0,0.0,0.4623461705678389,0.0,0.0,0.4167698439704556,1.0
1,2,0,24.0,1,0,26.0,2,-0.5429353022399479,0.3888396207570238,0.5,0.0,0.44778803129651024,0.125,0.0,0.5373931885097546,1.0
0,2,1,54.0,0,0,14.0,2,1.6342593330344206,-0.02505143178181602,0.5,1.0,0.6571603408131788,0.0,0.0,0.4975909015877031,1.0
1,1,0,31.0,0,2,164.8667,2,0.43808778981833246,1.9838719402286862,0.0,0.0,0.5421291926909031,0.0,0.3333333333333333,0.6907812205537641,1.0
1,1,0,40.0,1,1,134.5,0,0.9332296620625783,1.7690663894954732,0.0,0.0,0.5897450537859864,0.125,0.16666666666666666,0.670124209221222,0.0
0,3,1,22.0,0,0,7.25,2,-0.6951298207741817,-1.371109957500587,1.0,1.0,0.43315207853187637,0.0,0.0,0.36814570743360975,1.0
0,3,1,27.0,0,0,7.8958,2,-0.33785701481395763,-0.7439382596568463,1.0,1.0,0.4675096096866259,0.0,0.0,0.42845836148554584,1.0
1,2,0,30.0,0,0,12.35,1,0.36725763242455783,-0.19461880183929783,0.5,0.0,0.5353177329359075,0.0,0.0,0.48128426950603415,0.5
1,2,0,22.0,1,1,29.0,2,-0.6951298207741817,0.5868365092148812,0.5,0.0,0.43315207853187637,0.125,0.16666666666666666,0.5564337764029503,1.0
0,3,1,29.69911764705882,8,2,69.55,2,0.0754209895566442,1.168798140045392,1.0,1.0,0.5072529421593373,1.0,0.3333333333333333,0.6123987547851958,1.0
1,1,0,36.0,0,0,135.6333,0,0.734037551942624,1.79820650836169,0.0,0.0,0.5705895260910279,0.0,0.0,0.6729265007057594,0.0
0,3,1,61.0,0,0,6.2375,2,2.0132515139943474,-2.058102342827245,1.0,1.0,0.6936065394812824,0.0,0.0,0.30208033137315426,1.0
1,2,0,36.0,0,0,13.0,2,0.734037551942624,-0.10821183727244707,0.5,0.0,0.5705895260910279,0.0,0.0,0.4895936900036676,1.0
1,3,0,31.0,1,1,20.525,2,0.43808778981833246,0.2125687776810898,1.0,0.0,0.5421291926909031,0.125,0.16666666666666666,0.5204419095945336,1.0
1,1,0,16.0,0,1,57.9792,0,-1.2690904173592292,1.0880951463467352,0.0,0.0,0.3779565283814268,0.0,0.16666666666666666,0.6046378629008248,0.0
1,3,0,29.69911764705882,2,0,23.25,1,0.0754209895566442,0.28250656911227734,1.0,0.0,0.5072529421593373,0.25,0.0,0.5271675539982079,0.5
0,1,1,45.5,0,0,28.5,2,1.2043433090502504,0.5781581103927449,0.0,1.0,0.6158169949398109,0.0,0.0,0.5555992086638706,1.0
0,1,1,38.0,0,1,153.4625,2,0.8259761252005041,1.9422717718724143,0.0,1.0,0.5794308998041521,0.0,0.16666666666666666,0.6867806947468754,1.0
0,3,1,16.0,2,0,18.0,2,-1.2690904173592292,0.15381512083356783,1.0,1.0,0.3779565283814268,0.25,0.0,0.5147917997571257,1.0
1,1,0,29.69911764705882,1,0,133.65,2,0.0754209895566442,1.7487579198217498,0.0,0.0,0.5072529421593373,0.125,0.0,0.6681712229656771,1.0
0,3,1,29.69911764705882,0,0,7.8958,2,0.0754209895566442,-0.7439382596568463,1.0,1.0,0.5072529421593373,0.0,0.0,0.42845836148554584,1.0
0,1,1,29.0,1,0,66.6,2,-0.20230363460702494,1.1346713969386866,0.0,1.0,0.4805452491360773,0.125,0.0,0.6091169191124597,1.0
1,1,0,41.0,0,0,134.5,0,0.984948642113066,1.7690663894954732,0.0,0.0,0.5947186662152916,0.0,0.0,0.670124209221222,0.0
1,3,1,45.0,0,0,8.05,2,1.168798140045392,-0.5371234195074972,1.0,1.0,0.6123987547851958,0.0,0.0,0.4483469373725304,1.0
0,1,1,45.0,0,0,35.5,2,1.168798140045392,0.7740896873917489,0.0,1.0,0.6123987547851958,0.0,0.0,0.5744411836158962,1.0
1,2,1,2.0,1,1,26.0,2,-2.0529218210912896,0.3888396207570238,0.5,1.0,0.3025785219266238,0.125,0.16666666666666666,0.5373931885097546,1.0
1,1,0,24.0,3,2,263.0,2,-0.5429353022399479,2.5751369600643144,0.0,0.0,0.44778803129651024,0.375,0.3333333333333333,0.7476408695413723,1.0
0,2,1,28.0,0,0,13.0,2,-0.2746734453469668,-0.10821183727244707,0.5,1.0,0.4735857269287317,0.0,0.0,0.4895936900036676,1.0
0,2,1,25.0,0,0,13.0,2,-0.45473680761048496,-0.10821183727244707,0.5,1.0,0.45626973624712763,0.0,0.0,0.4895936900036676,1.0
0,2,1,36.0,0,0,13.0,2,0.734037551942624,-0.10821183727244707,0.5,1.0,0.5705895260910279,0.0,0.0,0.4895936900036676,1.0
1,2,0,24.0,0,0,13.0,2,-0.5429353022399479,-0.10821183727244707,0.5,0.0,0.44778803129651024,0.0,0.0,0.4895936900036676,1.0
1,2,0,40.0,0,0,13.0,2,0.9332296620625783,-0.10821183727244707,0.5,0.0,0.5897450537859864,0.0,0.0,0.4895936900036676,1.0
1,3,0,29.69911764705882,1,0,16.1,2,0.0754209895566442,0.12338326650744524,1.0,0.0,0.5072529421593373,0.125,0.0,0.5118652871156263,1.0
1,3,1,3.0,1,1,15.9,2,-1.8799107653216574,0.10511258447523804,1.0,1.0,0.3192163198209954,0.125,0.16666666666666666,0.5101082669431759,1.0
0,3,1,42.0,0,0,8.6625,2,1.026599226458071,-0.4160755651955433,1.0,1.0,0.5987240403310208,0.0,0.0,0.4599876370181719,1.0
